MMWR_week,MMWR_year,location,location_name,geo_value,true_value,target_end_date
40,2021,50,Vermont,vt,44,2021-10-03
40,2021,51,Virginia,va,1102,2021-10-03
40,2021,53,Washington,wa,771,2021-10-03
40,2021,54,West Virginia,wv,612,2021-10-03
40,2021,55,Wisconsin,wi,1455,2021-10-03
40,2021,56,Wyoming,wy,249,2021-10-03
40,2021,60,American Samoa,as,0,2021-10-03
40,2021,72,Puerto Rico,pr,42,2021-10-03
40,2021,78,Virgin Islands,NA,3,2021-10-03
40,2021,US,United States,us,49131,2021-10-03
40,2022,01,Alabama,al,260,2022-10-02
40,2022,02,Alaska,ak,33,2022-10-02
40,2022,04,Arizona,az,293,2022-10-02
40,2022,05,Arkansas,ar,179,2022-10-02
40,2022,06,California,ca,2013,2022-10-02
40,2022,08,Colorado,co,237,2022-10-02
40,2022,09,Connecticut,ct,524,2022-10-02
40,2022,10,Delaware,de,111,2022-10-02
40,2022,11,District of Columbia,dc,62,2022-10-02
40,2022,12,Florida,fl,1423,2022-10-02
40,2022,13,Georgia,ga,524,2022-10-02
40,2022,15,Hawaii,hi,108,2022-10-02
40,2022,16,Idaho,id,109,2022-10-02
40,2022,17,Illinois,il,956,2022-10-02
40,2022,18,Indiana,in,356,2022-10-02
40,2022,19,Iowa,ia,203,2022-10-02
40,2022,20,Kansas,ks,163,2022-10-02
40,2022,21,Kentucky,ky,344,2022-10-02
40,2022,22,Louisiana,la,342,2022-10-02
40,2022,23,Maine,me,164,2022-10-02
40,2022,24,Maryland,md,382,2022-10-02
40,2022,25,Massachusetts,ma,888,2022-10-02
40,2022,26,Michigan,mi,1001,2022-10-02
40,2022,27,Minnesota,mn,463,2022-10-02
40,2022,28,Mississippi,ms,89,2022-10-02
40,2022,29,Missouri,mo,500,2022-10-02
40,2022,30,Montana,mt,96,2022-10-02
40,2022,31,Nebraska,ne,124,2022-10-02
40,2022,32,Nevada,nv,125,2022-10-02
40,2022,33,New Hampshire,nh,132,2022-10-02
40,2022,34,New Jersey,nj,1112,2022-10-02
40,2022,35,New Mexico,nm,80,2022-10-02
40,2022,36,New York,ny,2507,2022-10-02
40,2022,37,North Carolina,nc,667,2022-10-02
40,2022,38,North Dakota,nd,66,2022-10-02
40,2022,39,Ohio,oh,967,2022-10-02
40,2022,40,Oklahoma,ok,197,2022-10-02
40,2022,41,Oregon,or,234,2022-10-02
40,2022,42,Pennsylvania,pa,1389,2022-10-02
40,2022,44,Rhode Island,ri,97,2022-10-02
40,2022,45,South Carolina,sc,271,2022-10-02
40,2022,46,South Dakota,sd,92,2022-10-02
40,2022,47,Tennessee,tn,324,2022-10-02
40,2022,48,Texas,tx,1473,2022-10-02
40,2022,49,Utah,ut,129,2022-10-02
40,2022,50,Vermont,vt,46,2022-10-02
40,2022,51,Virginia,va,591,2022-10-02
40,2022,53,Washington,wa,389,2022-10-02
40,2022,54,West Virginia,wv,189,2022-10-02
40,2022,55,Wisconsin,wi,560,2022-10-02
40,2022,56,Wyoming,wy,44,2022-10-02
40,2022,60,American Samoa,as,0,2022-10-02
40,2022,72,Puerto Rico,pr,122,2022-10-02
40,2022,78,Virgin Islands,NA,2,2022-10-02
40,2022,US,United States,us,23752,2022-10-02
40,2023,01,Alabama,al,215,2023-10-01
40,2023,02,Alaska,ak,26,2023-10-01
40,2023,04,Arizona,az,371,2023-10-01
40,2023,05,Arkansas,ar,149,2023-10-01
40,2023,06,California,ca,1950,2023-10-01
40,2023,08,Colorado,co,357,2023-10-01
40,2023,09,Connecticut,ct,232,2023-10-01
40,2023,10,Delaware,de,62,2023-10-01
40,2023,11,District of Columbia,dc,49,2023-10-01
40,2023,12,Florida,fl,1114,2023-10-01
40,2023,13,Georgia,ga,379,2023-10-01
40,2023,15,Hawaii,hi,97,2023-10-01
40,2023,16,Idaho,id,125,2023-10-01
40,2023,17,Illinois,il,519,2023-10-01
40,2023,18,Indiana,in,217,2023-10-01
40,2023,19,Iowa,ia,117,2023-10-01
40,2023,20,Kansas,ks,110,2023-10-01
40,2023,21,Kentucky,ky,240,2023-10-01
40,2023,22,Louisiana,la,153,2023-10-01
40,2023,23,Maine,me,62,2023-10-01
40,2023,24,Maryland,md,313,2023-10-01
40,2023,25,Massachusetts,ma,501,2023-10-01
40,2023,26,Michigan,mi,489,2023-10-01
40,2023,27,Minnesota,mn,255,2023-10-01
40,2023,28,Mississippi,ms,83,2023-10-01
40,2023,29,Missouri,mo,295,2023-10-01
40,2023,30,Montana,mt,86,2023-10-01
40,2023,31,Nebraska,ne,64,2023-10-01
40,2023,32,Nevada,nv,145,2023-10-01
40,2023,33,New Hampshire,nh,107,2023-10-01
40,2023,34,New Jersey,nj,699,2023-10-01
40,2023,35,New Mexico,nm,95,2023-10-01
40,2023,36,New York,ny,1660,2023-10-01
40,2023,37,North Carolina,nc,568,2023-10-01
40,2023,38,North Dakota,nd,46,2023-10-01
40,2023,39,Ohio,oh,597,2023-10-01
40,2023,40,Oklahoma,ok,151,2023-10-01
40,2023,41,Oregon,or,302,2023-10-01
40,2023,42,Pennsylvania,pa,758,2023-10-01
40,2023,44,Rhode Island,ri,85,2023-10-01
40,2023,45,South Carolina,sc,255,2023-10-01
40,2023,46,South Dakota,sd,62,2023-10-01
40,2023,47,Tennessee,tn,247,2023-10-01
40,2023,48,Texas,tx,1228,2023-10-01
40,2023,49,Utah,ut,150,2023-10-01
40,2023,50,Vermont,vt,33,2023-10-01
40,2023,51,Virginia,va,410,2023-10-01
40,2023,53,Washington,wa,374,2023-10-01
40,2023,54,West Virginia,wv,189,2023-10-01
40,2023,55,Wisconsin,wi,364,2023-10-01
40,2023,56,Wyoming,wy,36,2023-10-01
40,2023,60,American Samoa,as,0,2023-10-01
40,2023,72,Puerto Rico,pr,82,2023-10-01
40,2023,78,Virgin Islands,NA,0,2023-10-01
40,2023,US,United States,us,17273,2023-10-01
41,2020,01,Alabama,al,793,2020-10-04
41,2020,02,Alaska,ak,39,2020-10-04
41,2020,04,Arizona,az,480,2020-10-04
41,2020,05,Arkansas,ar,592,2020-10-04
41,2020,06,California,ca,2342,2020-10-04
41,2020,08,Colorado,co,335,2020-10-04
41,2020,09,Connecticut,ct,125,2020-10-04
41,2020,10,Delaware,de,89,2020-10-04
41,2020,11,District of Columbia,dc,85,2020-10-04
41,2020,12,Florida,fl,2065,2020-10-04
41,2020,13,Georgia,ga,1925,2020-10-04
41,2020,15,Hawaii,hi,121,2020-10-04
41,2020,16,Idaho,id,156,2020-10-04
41,2020,17,Illinois,il,1151,2020-10-04
41,2020,18,Indiana,in,851,2020-10-04
41,2020,19,Iowa,ia,489,2020-10-04
41,2020,20,Kansas,ks,507,2020-10-04
41,2020,21,Kentucky,ky,1995,2020-10-04
41,2020,22,Louisiana,la,636,2020-10-04
41,2020,23,Maine,me,7,2020-10-04
41,2020,24,Maryland,md,404,2020-10-04
41,2020,25,Massachusetts,ma,289,2020-10-04
41,2020,26,Michigan,mi,595,2020-10-04
41,2020,27,Minnesota,mn,474,2020-10-04
41,2020,28,Mississippi,ms,619,2020-10-04
41,2020,29,Missouri,mo,1152,2020-10-04
41,2020,30,Montana,mt,364,2020-10-04
41,2020,31,Nebraska,ne,214,2020-10-04
41,2020,32,Nevada,nv,274,2020-10-04
41,2020,33,New Hampshire,nh,16,2020-10-04
41,2020,34,New Jersey,nj,426,2020-10-04
41,2020,35,New Mexico,nm,149,2020-10-04
41,2020,36,New York,ny,955,2020-10-04
41,2020,37,North Carolina,nc,1018,2020-10-04
41,2020,38,North Dakota,nd,218,2020-10-04
41,2020,39,Ohio,oh,1151,2020-10-04
41,2020,40,Oklahoma,ok,1193,2020-10-04
41,2020,41,Oregon,or,130,2020-10-04
41,2020,42,Pennsylvania,pa,650,2020-10-04
41,2020,44,Rhode Island,ri,56,2020-10-04
41,2020,45,South Carolina,sc,514,2020-10-04
41,2020,46,South Dakota,sd,350,2020-10-04
41,2020,47,Tennessee,tn,946,2020-10-04
41,2020,48,Texas,tx,3917,2020-10-04
41,2020,49,Utah,ut,278,2020-10-04
41,2020,50,Vermont,vt,3,2020-10-04
41,2020,51,Virginia,va,499,2020-10-04
41,2020,53,Washington,wa,189,2020-10-04
41,2020,54,West Virginia,wv,113,2020-10-04
41,2020,55,Wisconsin,wi,1394,2020-10-04
41,2020,56,Wyoming,wy,95,2020-10-04
41,2020,72,Puerto Rico,pr,240,2020-10-04
41,2020,78,Virgin Islands,NA,0,2020-10-04
41,2020,US,United States,us,33668,2020-10-04
41,2021,01,Alabama,al,554,2021-10-10
41,2021,02,Alaska,ak,181,2021-10-10
41,2021,04,Arizona,az,1228,2021-10-10
41,2021,05,Arkansas,ar,411,2021-10-10
41,2021,06,California,ca,2776,2021-10-10
41,2021,08,Colorado,co,1245,2021-10-10
41,2021,09,Connecticut,ct,208,2021-10-10
41,2021,10,Delaware,de,187,2021-10-10
41,2021,11,District of Columbia,dc,63,2021-10-10
41,2021,12,Florida,fl,2464,2021-10-10
41,2021,13,Georgia,ga,1860,2021-10-10
41,2021,15,Hawaii,hi,60,2021-10-10
41,2021,16,Idaho,id,434,2021-10-10
41,2021,17,Illinois,il,1130,2021-10-10
41,2021,18,Indiana,in,1174,2021-10-10
41,2021,19,Iowa,ia,547,2021-10-10
41,2021,20,Kansas,ks,474,2021-10-10
41,2021,21,Kentucky,ky,1043,2021-10-10
41,2021,22,Louisiana,la,379,2021-10-10
41,2021,23,Maine,me,153,2021-10-10
41,2021,24,Maryland,md,562,2021-10-10
41,2021,25,Massachusetts,ma,441,2021-10-10
41,2021,26,Michigan,mi,1838,2021-10-10
41,2021,27,Minnesota,mn,833,2021-10-10
41,2021,28,Mississippi,ms,195,2021-10-10
41,2021,29,Missouri,mo,678,2021-10-10
41,2021,30,Montana,mt,665,2021-10-10
41,2021,31,Nebraska,ne,323,2021-10-10
41,2021,32,Nevada,nv,522,2021-10-10
41,2021,33,New Hampshire,nh,155,2021-10-10
41,2021,34,New Jersey,nj,740,2021-10-10
41,2021,35,New Mexico,nm,344,2021-10-10
41,2021,36,New York,ny,1956,2021-10-10
41,2021,37,North Carolina,nc,1363,2021-10-10
41,2021,38,North Dakota,nd,267,2021-10-10
41,2021,39,Ohio,oh,2860,2021-10-10
41,2021,40,Oklahoma,ok,977,2021-10-10
41,2021,41,Oregon,or,365,2021-10-10
41,2021,42,Pennsylvania,pa,2486,2021-10-10
41,2021,44,Rhode Island,ri,52,2021-10-10
41,2021,45,South Carolina,sc,678,2021-10-10
41,2021,46,South Dakota,sd,163,2021-10-10
41,2021,47,Tennessee,tn,1007,2021-10-10
41,2021,48,Texas,tx,3877,2021-10-10
41,2021,49,Utah,ut,501,2021-10-10
41,2021,50,Vermont,vt,60,2021-10-10
41,2021,51,Virginia,va,1043,2021-10-10
41,2021,53,Washington,wa,750,2021-10-10
41,2021,54,West Virginia,wv,533,2021-10-10
41,2021,55,Wisconsin,wi,1340,2021-10-10
41,2021,56,Wyoming,wy,275,2021-10-10
41,2021,60,American Samoa,as,0,2021-10-10
41,2021,72,Puerto Rico,pr,37,2021-10-10
41,2021,78,Virgin Islands,NA,2,2021-10-10
41,2021,US,United States,us,44459,2021-10-10
41,2022,01,Alabama,al,242,2022-10-09
41,2022,02,Alaska,ak,35,2022-10-09
41,2022,04,Arizona,az,264,2022-10-09
41,2022,05,Arkansas,ar,131,2022-10-09
41,2022,06,California,ca,1962,2022-10-09
41,2022,08,Colorado,co,256,2022-10-09
41,2022,09,Connecticut,ct,497,2022-10-09
41,2022,10,Delaware,de,111,2022-10-09
41,2022,11,District of Columbia,dc,67,2022-10-09
41,2022,12,Florida,fl,1331,2022-10-09
41,2022,13,Georgia,ga,531,2022-10-09
41,2022,15,Hawaii,hi,112,2022-10-09
41,2022,16,Idaho,id,119,2022-10-09
41,2022,17,Illinois,il,1047,2022-10-09
41,2022,18,Indiana,in,386,2022-10-09
41,2022,19,Iowa,ia,199,2022-10-09
41,2022,20,Kansas,ks,172,2022-10-09
41,2022,21,Kentucky,ky,337,2022-10-09
41,2022,22,Louisiana,la,308,2022-10-09
41,2022,23,Maine,me,148,2022-10-09
41,2022,24,Maryland,md,398,2022-10-09
41,2022,25,Massachusetts,ma,906,2022-10-09
41,2022,26,Michigan,mi,995,2022-10-09
41,2022,27,Minnesota,mn,406,2022-10-09
41,2022,28,Mississippi,ms,98,2022-10-09
41,2022,29,Missouri,mo,529,2022-10-09
41,2022,30,Montana,mt,104,2022-10-09
41,2022,31,Nebraska,ne,82,2022-10-09
41,2022,32,Nevada,nv,131,2022-10-09
41,2022,33,New Hampshire,nh,139,2022-10-09
41,2022,34,New Jersey,nj,1174,2022-10-09
41,2022,35,New Mexico,nm,111,2022-10-09
41,2022,36,New York,ny,2546,2022-10-09
41,2022,37,North Carolina,nc,538,2022-10-09
41,2022,38,North Dakota,nd,51,2022-10-09
41,2022,39,Ohio,oh,1112,2022-10-09
41,2022,40,Oklahoma,ok,182,2022-10-09
41,2022,41,Oregon,or,293,2022-10-09
41,2022,42,Pennsylvania,pa,1319,2022-10-09
41,2022,44,Rhode Island,ri,105,2022-10-09
41,2022,45,South Carolina,sc,233,2022-10-09
41,2022,46,South Dakota,sd,68,2022-10-09
41,2022,47,Tennessee,tn,301,2022-10-09
41,2022,48,Texas,tx,1207,2022-10-09
41,2022,49,Utah,ut,148,2022-10-09
41,2022,50,Vermont,vt,58,2022-10-09
41,2022,51,Virginia,va,503,2022-10-09
41,2022,53,Washington,wa,328,2022-10-09
41,2022,54,West Virginia,wv,164,2022-10-09
41,2022,55,Wisconsin,wi,586,2022-10-09
41,2022,56,Wyoming,wy,27,2022-10-09
41,2022,60,American Samoa,as,0,2022-10-09
41,2022,72,Puerto Rico,pr,87,2022-10-09
41,2022,78,Virgin Islands,NA,1,2022-10-09
41,2022,US,United States,us,23185,2022-10-09
41,2023,01,Alabama,al,203,2023-10-08
41,2023,02,Alaska,ak,27,2023-10-08
41,2023,04,Arizona,az,365,2023-10-08
41,2023,05,Arkansas,ar,119,2023-10-08
41,2023,06,California,ca,1735,2023-10-08
41,2023,08,Colorado,co,410,2023-10-08
41,2023,09,Connecticut,ct,240,2023-10-08
41,2023,10,Delaware,de,60,2023-10-08
41,2023,11,District of Columbia,dc,80,2023-10-08
41,2023,12,Florida,fl,1035,2023-10-08
41,2023,13,Georgia,ga,419,2023-10-08
41,2023,15,Hawaii,hi,109,2023-10-08
41,2023,16,Idaho,id,111,2023-10-08
41,2023,17,Illinois,il,506,2023-10-08
41,2023,18,Indiana,in,270,2023-10-08
41,2023,19,Iowa,ia,142,2023-10-08
41,2023,20,Kansas,ks,136,2023-10-08
41,2023,21,Kentucky,ky,242,2023-10-08
41,2023,22,Louisiana,la,173,2023-10-08
41,2023,23,Maine,me,59,2023-10-08
41,2023,24,Maryland,md,260,2023-10-08
41,2023,25,Massachusetts,ma,526,2023-10-08
41,2023,26,Michigan,mi,474,2023-10-08
41,2023,27,Minnesota,mn,276,2023-10-08
41,2023,28,Mississippi,ms,49,2023-10-08
41,2023,29,Missouri,mo,323,2023-10-08
41,2023,30,Montana,mt,96,2023-10-08
41,2023,31,Nebraska,ne,68,2023-10-08
41,2023,32,Nevada,nv,186,2023-10-08
41,2023,33,New Hampshire,nh,79,2023-10-08
41,2023,34,New Jersey,nj,588,2023-10-08
41,2023,35,New Mexico,nm,127,2023-10-08
41,2023,36,New York,ny,1397,2023-10-08
41,2023,37,North Carolina,nc,436,2023-10-08
41,2023,38,North Dakota,nd,61,2023-10-08
41,2023,39,Ohio,oh,551,2023-10-08
41,2023,40,Oklahoma,ok,179,2023-10-08
41,2023,41,Oregon,or,241,2023-10-08
41,2023,42,Pennsylvania,pa,646,2023-10-08
41,2023,44,Rhode Island,ri,60,2023-10-08
41,2023,45,South Carolina,sc,256,2023-10-08
41,2023,46,South Dakota,sd,51,2023-10-08
41,2023,47,Tennessee,tn,242,2023-10-08
41,2023,48,Texas,tx,1144,2023-10-08
41,2023,49,Utah,ut,150,2023-10-08
41,2023,50,Vermont,vt,29,2023-10-08
41,2023,51,Virginia,va,457,2023-10-08
41,2023,53,Washington,wa,378,2023-10-08
41,2023,54,West Virginia,wv,133,2023-10-08
41,2023,55,Wisconsin,wi,297,2023-10-08
41,2023,56,Wyoming,wy,25,2023-10-08
41,2023,60,American Samoa,as,0,2023-10-08
41,2023,72,Puerto Rico,pr,75,2023-10-08
41,2023,78,Virgin Islands,NA,0,2023-10-08
41,2023,US,United States,us,16301,2023-10-08
42,2020,01,Alabama,al,874,2020-10-11
42,2020,02,Alaska,ak,59,2020-10-11
42,2020,04,Arizona,az,546,2020-10-11
42,2020,05,Arkansas,ar,694,2020-10-11
42,2020,06,California,ca,2316,2020-10-11
42,2020,08,Colorado,co,458,2020-10-11
42,2020,09,Connecticut,ct,168,2020-10-11
42,2020,10,Delaware,de,99,2020-10-11
42,2020,11,District of Columbia,dc,56,2020-10-11
42,2020,12,Florida,fl,2032,2020-10-11
42,2020,13,Georgia,ga,1817,2020-10-11
42,2020,15,Hawaii,hi,81,2020-10-11
42,2020,16,Idaho,id,193,2020-10-11
42,2020,17,Illinois,il,2070,2020-10-11
42,2020,18,Indiana,in,1035,2020-10-11
42,2020,19,Iowa,ia,507,2020-10-11
42,2020,20,Kansas,ks,528,2020-10-11
42,2020,21,Kentucky,ky,1119,2020-10-11
42,2020,22,Louisiana,la,761,2020-10-11
42,2020,23,Maine,me,7,2020-10-11
42,2020,24,Maryland,md,387,2020-10-11
42,2020,25,Massachusetts,ma,285,2020-10-11
42,2020,26,Michigan,mi,750,2020-10-11
42,2020,27,Minnesota,mn,500,2020-10-11
42,2020,28,Mississippi,ms,602,2020-10-11
42,2020,29,Missouri,mo,1312,2020-10-11
42,2020,30,Montana,mt,438,2020-10-11
42,2020,31,Nebraska,ne,314,2020-10-11
42,2020,32,Nevada,nv,353,2020-10-11
42,2020,33,New Hampshire,nh,21,2020-10-11
42,2020,34,New Jersey,nj,501,2020-10-11
42,2020,35,New Mexico,nm,177,2020-10-11
42,2020,36,New York,ny,1026,2020-10-11
42,2020,37,North Carolina,nc,1028,2020-10-11
42,2020,38,North Dakota,nd,171,2020-10-11
42,2020,39,Ohio,oh,1405,2020-10-11
42,2020,40,Oklahoma,ok,1266,2020-10-11
42,2020,41,Oregon,or,132,2020-10-11
42,2020,42,Pennsylvania,pa,715,2020-10-11
42,2020,44,Rhode Island,ri,48,2020-10-11
42,2020,45,South Carolina,sc,545,2020-10-11
42,2020,46,South Dakota,sd,318,2020-10-11
42,2020,47,Tennessee,tn,1090,2020-10-11
42,2020,48,Texas,tx,4850,2020-10-11
42,2020,49,Utah,ut,321,2020-10-11
42,2020,50,Vermont,vt,0,2020-10-11
42,2020,51,Virginia,va,493,2020-10-11
42,2020,53,Washington,wa,203,2020-10-11
42,2020,54,West Virginia,wv,163,2020-10-11
42,2020,55,Wisconsin,wi,1902,2020-10-11
42,2020,56,Wyoming,wy,144,2020-10-11
42,2020,72,Puerto Rico,pr,121,2020-10-11
42,2020,78,Virgin Islands,NA,0,2020-10-11
42,2020,US,United States,us,37001,2020-10-11
42,2021,01,Alabama,al,427,2021-10-17
42,2021,02,Alaska,ak,189,2021-10-17
42,2021,04,Arizona,az,1265,2021-10-17
42,2021,05,Arkansas,ar,370,2021-10-17
42,2021,06,California,ca,2968,2021-10-17
42,2021,08,Colorado,co,1323,2021-10-17
42,2021,09,Connecticut,ct,202,2021-10-17
42,2021,10,Delaware,de,143,2021-10-17
42,2021,11,District of Columbia,dc,46,2021-10-17
42,2021,12,Florida,fl,2012,2021-10-17
42,2021,13,Georgia,ga,1303,2021-10-17
42,2021,15,Hawaii,hi,49,2021-10-17
42,2021,16,Idaho,id,404,2021-10-17
42,2021,17,Illinois,il,980,2021-10-17
42,2021,18,Indiana,in,1022,2021-10-17
42,2021,19,Iowa,ia,472,2021-10-17
42,2021,20,Kansas,ks,397,2021-10-17
42,2021,21,Kentucky,ky,922,2021-10-17
42,2021,22,Louisiana,la,304,2021-10-17
42,2021,23,Maine,me,176,2021-10-17
42,2021,24,Maryland,md,476,2021-10-17
42,2021,25,Massachusetts,ma,401,2021-10-17
42,2021,26,Michigan,mi,1795,2021-10-17
42,2021,27,Minnesota,mn,742,2021-10-17
42,2021,28,Mississippi,ms,238,2021-10-17
42,2021,29,Missouri,mo,564,2021-10-17
42,2021,30,Montana,mt,650,2021-10-17
42,2021,31,Nebraska,ne,290,2021-10-17
42,2021,32,Nevada,nv,480,2021-10-17
42,2021,33,New Hampshire,nh,175,2021-10-17
42,2021,34,New Jersey,nj,684,2021-10-17
42,2021,35,New Mexico,nm,429,2021-10-17
42,2021,36,New York,ny,1777,2021-10-17
42,2021,37,North Carolina,nc,903,2021-10-17
42,2021,38,North Dakota,nd,205,2021-10-17
42,2021,39,Ohio,oh,2477,2021-10-17
42,2021,40,Oklahoma,ok,792,2021-10-17
42,2021,41,Oregon,or,375,2021-10-17
42,2021,42,Pennsylvania,pa,2319,2021-10-17
42,2021,44,Rhode Island,ri,62,2021-10-17
42,2021,45,South Carolina,sc,485,2021-10-17
42,2021,46,South Dakota,sd,190,2021-10-17
42,2021,47,Tennessee,tn,746,2021-10-17
42,2021,48,Texas,tx,3313,2021-10-17
42,2021,49,Utah,ut,529,2021-10-17
42,2021,50,Vermont,vt,55,2021-10-17
42,2021,51,Virginia,va,829,2021-10-17
42,2021,53,Washington,wa,658,2021-10-17
42,2021,54,West Virginia,wv,468,2021-10-17
42,2021,55,Wisconsin,wi,1145,2021-10-17
42,2021,56,Wyoming,wy,247,2021-10-17
42,2021,60,American Samoa,as,0,2021-10-17
42,2021,72,Puerto Rico,pr,36,2021-10-17
42,2021,78,Virgin Islands,NA,5,2021-10-17
42,2021,US,United States,us,39514,2021-10-17
42,2022,01,Alabama,al,240,2022-10-16
42,2022,02,Alaska,ak,20,2022-10-16
42,2022,04,Arizona,az,345,2022-10-16
42,2022,05,Arkansas,ar,125,2022-10-16
42,2022,06,California,ca,1842,2022-10-16
42,2022,08,Colorado,co,320,2022-10-16
42,2022,09,Connecticut,ct,491,2022-10-16
42,2022,10,Delaware,de,74,2022-10-16
42,2022,11,District of Columbia,dc,78,2022-10-16
42,2022,12,Florida,fl,1230,2022-10-16
42,2022,13,Georgia,ga,522,2022-10-16
42,2022,15,Hawaii,hi,127,2022-10-16
42,2022,16,Idaho,id,114,2022-10-16
42,2022,17,Illinois,il,1101,2022-10-16
42,2022,18,Indiana,in,419,2022-10-16
42,2022,19,Iowa,ia,194,2022-10-16
42,2022,20,Kansas,ks,196,2022-10-16
42,2022,21,Kentucky,ky,328,2022-10-16
42,2022,22,Louisiana,la,223,2022-10-16
42,2022,23,Maine,me,151,2022-10-16
42,2022,24,Maryland,md,429,2022-10-16
42,2022,25,Massachusetts,ma,887,2022-10-16
42,2022,26,Michigan,mi,1025,2022-10-16
42,2022,27,Minnesota,mn,487,2022-10-16
42,2022,28,Mississippi,ms,75,2022-10-16
42,2022,29,Missouri,mo,526,2022-10-16
42,2022,30,Montana,mt,122,2022-10-16
42,2022,31,Nebraska,ne,101,2022-10-16
42,2022,32,Nevada,nv,156,2022-10-16
42,2022,33,New Hampshire,nh,165,2022-10-16
42,2022,34,New Jersey,nj,1133,2022-10-16
42,2022,35,New Mexico,nm,154,2022-10-16
42,2022,36,New York,ny,2637,2022-10-16
42,2022,37,North Carolina,nc,565,2022-10-16
42,2022,38,North Dakota,nd,57,2022-10-16
42,2022,39,Ohio,oh,1177,2022-10-16
42,2022,40,Oklahoma,ok,229,2022-10-16
42,2022,41,Oregon,or,200,2022-10-16
42,2022,42,Pennsylvania,pa,1274,2022-10-16
42,2022,44,Rhode Island,ri,74,2022-10-16
42,2022,45,South Carolina,sc,220,2022-10-16
42,2022,46,South Dakota,sd,65,2022-10-16
42,2022,47,Tennessee,tn,342,2022-10-16
42,2022,48,Texas,tx,1156,2022-10-16
42,2022,49,Utah,ut,142,2022-10-16
42,2022,50,Vermont,vt,86,2022-10-16
42,2022,51,Virginia,va,453,2022-10-16
42,2022,53,Washington,wa,265,2022-10-16
42,2022,54,West Virginia,wv,163,2022-10-16
42,2022,55,Wisconsin,wi,552,2022-10-16
42,2022,56,Wyoming,wy,42,2022-10-16
42,2022,60,American Samoa,as,0,2022-10-16
42,2022,72,Puerto Rico,pr,102,2022-10-16
42,2022,78,Virgin Islands,NA,6,2022-10-16
42,2022,US,United States,us,23207,2022-10-16
42,2023,01,Alabama,al,228,2023-10-15
42,2023,02,Alaska,ak,16,2023-10-15
42,2023,04,Arizona,az,444,2023-10-15
42,2023,05,Arkansas,ar,121,2023-10-15
42,2023,06,California,ca,1823,2023-10-15
42,2023,08,Colorado,co,425,2023-10-15
42,2023,09,Connecticut,ct,210,2023-10-15
42,2023,10,Delaware,de,45,2023-10-15
42,2023,11,District of Columbia,dc,80,2023-10-15
42,2023,12,Florida,fl,925,2023-10-15
42,2023,13,Georgia,ga,420,2023-10-15
42,2023,15,Hawaii,hi,103,2023-10-15
42,2023,16,Idaho,id,108,2023-10-15
42,2023,17,Illinois,il,601,2023-10-15
42,2023,18,Indiana,in,343,2023-10-15
42,2023,19,Iowa,ia,163,2023-10-15
42,2023,20,Kansas,ks,186,2023-10-15
42,2023,21,Kentucky,ky,253,2023-10-15
42,2023,22,Louisiana,la,127,2023-10-15
42,2023,23,Maine,me,55,2023-10-15
42,2023,24,Maryland,md,281,2023-10-15
42,2023,25,Massachusetts,ma,453,2023-10-15
42,2023,26,Michigan,mi,499,2023-10-15
42,2023,27,Minnesota,mn,296,2023-10-15
42,2023,28,Mississippi,ms,70,2023-10-15
42,2023,29,Missouri,mo,308,2023-10-15
42,2023,30,Montana,mt,100,2023-10-15
42,2023,31,Nebraska,ne,86,2023-10-15
42,2023,32,Nevada,nv,168,2023-10-15
42,2023,33,New Hampshire,nh,71,2023-10-15
42,2023,34,New Jersey,nj,536,2023-10-15
42,2023,35,New Mexico,nm,114,2023-10-15
42,2023,36,New York,ny,1299,2023-10-15
42,2023,37,North Carolina,nc,415,2023-10-15
42,2023,38,North Dakota,nd,51,2023-10-15
42,2023,39,Ohio,oh,622,2023-10-15
42,2023,40,Oklahoma,ok,168,2023-10-15
42,2023,41,Oregon,or,231,2023-10-15
42,2023,42,Pennsylvania,pa,716,2023-10-15
42,2023,44,Rhode Island,ri,53,2023-10-15
42,2023,45,South Carolina,sc,206,2023-10-15
42,2023,46,South Dakota,sd,61,2023-10-15
42,2023,47,Tennessee,tn,250,2023-10-15
42,2023,48,Texas,tx,1001,2023-10-15
42,2023,49,Utah,ut,130,2023-10-15
42,2023,50,Vermont,vt,46,2023-10-15
42,2023,51,Virginia,va,440,2023-10-15
42,2023,53,Washington,wa,306,2023-10-15
42,2023,54,West Virginia,wv,133,2023-10-15
42,2023,55,Wisconsin,wi,343,2023-10-15
42,2023,56,Wyoming,wy,35,2023-10-15
42,2023,60,American Samoa,as,0,2023-10-15
42,2023,72,Puerto Rico,pr,61,2023-10-15
42,2023,78,Virgin Islands,NA,0,2023-10-15
42,2023,US,United States,us,16225,2023-10-15
43,2020,01,Alabama,al,1045,2020-10-18
43,2020,02,Alaska,ak,55,2020-10-18
43,2020,04,Arizona,az,668,2020-10-18
43,2020,05,Arkansas,ar,626,2020-10-18
43,2020,06,California,ca,2389,2020-10-18
43,2020,08,Colorado,co,629,2020-10-18
43,2020,09,Connecticut,ct,215,2020-10-18
43,2020,10,Delaware,de,84,2020-10-18
43,2020,11,District of Columbia,dc,90,2020-10-18
43,2020,12,Florida,fl,2292,2020-10-18
43,2020,13,Georgia,ga,1857,2020-10-18
43,2020,15,Hawaii,hi,49,2020-10-18
43,2020,16,Idaho,id,253,2020-10-18
43,2020,17,Illinois,il,1960,2020-10-18
